State,City,percent_completed_hs,poverty_rate,Median Income,Lat,Lng,cityarea,city_name,city_type,county
TX,Coppell city,96.6,4.8,111817,32.954568699999996,-97.01500779999999,Coppell city,Coppell,city,
TX,Copperas Cove city,93.4,11.9,51972,31.124062,-97.9030785,Copperas Cove city,Copperas Cove,city,
TX,Copper Canyon town,95.2,2,133750,33.095954600000006,-97.0966777,Copper Canyon town,Copper Canyon,town,
TX,Corinth city,96.3,6.2,90505,33.1540091,-97.06473220000001,Corinth city,Corinth,city,
TX,Corpus Christi city,81.4,17.5,50658,27.800582799999997,-97.396381,Corpus Christi city,Corpus Christi,city,
TX,Corral City town,100,0,(X),33.1001215,-97.2261266,Corral City town,Corral City,town,
TX,Corrigan town,71.4,23.1,29385,30.9968565,-94.8271527,Corrigan town,Corrigan,town,
TX,Corsicana city,75.1,23.8,38734,32.0954304,-96.4688727,Corsicana city,Corsicana,city,
TX,Cottonwood city,89.6,8.6,56250,32.4679173,-96.3891501,Cottonwood city,Cottonwood,city,
TX,Cottonwood Shores city,82.9,13.3,45391,30.555745299999998,-98.3239126,Cottonwood Shores city,Cottonwood Shores,city,
TX,Cotulla city,61.1,18.5,34167,28.436934,-99.2350322,Cotulla city,Cotulla,city,
TX,Country Acres CDP,100,0,-,27.9253002,-97.1691568,Country Acres CDP,Country Acres,CDP,
TX,Coupland city,84.8,34.8,67857,30.4595568,-97.38997320000001,Coupland city,Coupland,city,
TX,Cove city,92.9,6.7,64844,29.8274438,-94.8024219,Cove city,Cove,city,
TX,Covington city,82.2,22.5,41250,32.1784832,-97.2580677,Covington city,Covington,city,
TX,Coyanosa CDP,22.5,16.6,42875,31.24292,-103.0646052,Coyanosa CDP,Coyanosa,CDP,
TX,Coyote Acres CDP,76.4,2.8,(X),27.713083299999997,-98.1336152,Coyote Acres CDP,Coyote Acres,CDP,
TX,Coyote Flats city,84.9,5.2,49583,32.355614,-97.292037,Coyote Flats city,Coyote Flats,city,
TX,Crandall city,88.3,6,64615,32.6279113,-96.4558196,Crandall city,Crandall,city,
TX,Crane city,72.2,11.8,58803,31.397362400000002,-102.35014190000001,Crane city,Crane,city,
TX,Cranfills Gap city,68.8,22.3,29375,31.773765899999997,-97.82586009999999,Cranfills Gap city,Cranfills Gap,city,
TX,Crawford town,91.3,18.5,55536,31.534330800000003,-97.44306999999999,Crawford town,Crawford,town,
TX,Creedmoor city,64.7,17.5,41250,30.0899368,-97.7338917,Creedmoor city,Creedmoor,city,
TX,Cresson city,94.7,20.5,63750,32.5326369,-97.61780259999999,Cresson city,Cresson,city,
TX,Crockett city,77.6,39.1,23106,31.3182359,-95.4566136,Crockett city,Crockett,city,
TX,Crosby CDP,77.7,26.8,46413,29.9118885,-95.0621512,Crosby CDP,Crosby,CDP,
TX,Crosbyton city,70.4,34,33462,33.6600847,-101.23792759999999,Crosbyton city,Crosbyton,city,
TX,Cross Mountain CDP,98.7,4.2,149145,29.645503,-98.659467,Cross Mountain CDP,Cross Mountain,CDP,
TX,Cross Plains town,78.7,24.5,30398,32.126249300000005,-99.16534250000001,Cross Plains town,Cross Plains,town,
TX,Cross Roads town,93.7,1.9,114583,33.2318281,-97.0022908,Cross Roads town,Cross Roads,town,
TX,Cross Timber town,90.4,4.5,90625,32.4851553,-97.3273531,Cross Timber town,Cross Timber,town,
TX,Crowell city,76.4,15.1,26583,33.983973,-99.72481579999999,Crowell city,Crowell,city,
TX,Crowley city,88.8,10.7,63038,32.579025099999996,-97.3625172,Crowley city,Crowley,city,
TX,Crystal City city,61.1,31.7,28722,28.677479499999997,-99.8281104,Crystal City city,Crystal City,city,
TX,Cuero city,78.3,19.2,37000,29.0938652,-97.2891568,Cuero city,Cuero,city,
TX,Cuevitas CDP,-,-,-,26.258771199999998,-98.5762224,Cuevitas CDP,Cuevitas,CDP,
TX,Cumby city,87.3,15.5,50417,33.137336600000005,-95.8394083,Cumby city,Cumby,city,
TX,Cumings CDP,93.2,0,85188,29.5782928,-95.7988398,Cumings CDP,Cumings,CDP,
TX,Cuney town,82.1,85.2,10694,32.0321075,-95.41745379999999,Cuney town,Cuney,town,
TX,Cushing city,87.5,15.3,41250,31.814617900000002,-94.8404922,Cushing city,Cushing,city,
TX,Cut and Shoot city,71.4,10.7,61579,30.3332654,-95.35799399999999,Cut and Shoot city,Cut and Shoot,city,
TX,Daingerfield city,79.6,19,37564,33.031793,-94.7218731,Daingerfield city,Daingerfield,city,
TX,Daisetta city,76.7,6.2,47639,30.113268800000004,-94.642975,Daisetta city,Daisetta,city,
TX,Dalhart city,79,14.2,46214,36.0594772,-102.5132497,Dalhart city,Dalhart,city,
TX,Dallas city,74.5,24,43781,32.7766642,-96.7969879,Dallas city,Dallas,city,
TX,Dalworthington Gardens city,93.6,2.4,118125,32.7029102,-97.155289,Dalworthington Gardens city,Dalworthington Gardens,city,
TX,Damon CDP,66.5,38.8,(X),29.290522999999997,-95.7346708,Damon CDP,Damon,CDP,
TX,Danbury city,87,7.7,65769,29.2282966,-95.3449365,Danbury city,Danbury,city,
TX,Darrouzett town,86.3,10.8,58250,36.4461439,-100.3248604,Darrouzett town,Darrouzett,town,
TX,Dawson town,76.2,18.6,34196,31.8940478,-96.71471269999999,Dawson town,Dawson,town,
TX,Dayton city,83.8,15.1,50277,30.046605100000004,-94.8852026,Dayton city,Dayton,city,
TX,Dayton Lakes city,73.3,16.5,41354,30.1446577,-94.82214640000001,Dayton Lakes city,Dayton Lakes,city,
TX,Dean city,89.1,6.9,57083,33.9503748,-98.34616,Dean city,Dean,city,
TX,Decatur city,84.5,18.7,46161,33.234283399999995,-97.5861393,Decatur city,Decatur,city,
TX,DeCordova city,98.8,1.1,68380,32.4298614,-97.6950267,DeCordova city,DeCordova,city,
TX,Deer Park city,86.5,8.4,77556,29.7052284,-95.1238204,Deer Park city,Deer Park,city,
TX,De Kalb city,85.5,18.8,35926,33.5087256,-94.61631899999999,De Kalb city,De Kalb,city,
TX,De Leon city,70.1,21.5,36071,32.1109743,-98.5358825,De Leon city,De Leon,city,
TX,Dell City city,51.6,49.5,24135,31.9387239,-105.2013453,Dell City city,Dell City,city,
TX,Del Mar Heights CDP,90.7,35.7,30515,26.0570223,-97.42387109999999,Del Mar Heights CDP,Del Mar Heights,CDP,
TX,Delmita CDP,52.9,29.6,27917,26.680057300000005,-98.412515,Delmita CDP,Delmita,CDP,
TX,Del Rio city,66.2,21.4,41001,29.370885700000002,-100.89586740000001,Del Rio city,Del Rio,city,
TX,Del Sol CDP,49.1,0,102813,29.6857893,-95.27661590000001,Del Sol CDP,Del Sol,CDP,
TX,Denison city,85.8,21.6,37403,33.7556593,-96.536658,Denison city,Denison,city,
TX,Denton city,88.8,20.6,49100,33.2148412,-97.13306829999999,Denton city,Denton,city,
TX,Denver City town,70.2,15,47706,32.964547499999995,-102.8290963,Denver City town,Denver City,town,
TX,Deport city,84.4,17.4,42721,33.5262198,-95.3157832,Deport city,Deport,city,
TX,DeSoto city,90.5,11.3,59260,32.589699800000005,-96.8570738,DeSoto city,DeSoto,city,
TX,Detroit town,86.8,25.9,24271,33.6614974,-95.26661700000001,Detroit town,Detroit,town,
TX,Devers city,66.4,11.1,46607,30.027437100000004,-94.59158409999999,Devers city,Devers,city,
TX,Devine city,77.4,13.3,59891,29.1399633,-98.90530600000001,Devine city,Devine,city,
TX,Deweyville CDP,93.8,3.1,39310,30.297705800000003,-93.7435004,Deweyville CDP,Deweyville,CDP,
TX,D'Hanis CDP,81.2,16.2,43315,29.330485200000002,-99.280792,D'Hanis CDP,D'Hanis,CDP,
TX,Diboll city,69.9,21.5,39699,31.187131899999997,-94.7810412,Diboll city,Diboll,city,
TX,Dickens city,80.4,12.8,43750,33.6217516,-100.83652099999999,Dickens city,Dickens,city,
TX,Dickinson city,81.4,11.1,68324,29.4607876,-95.0513172,Dickinson city,Dickinson,city,
TX,Dilley city,66.1,31.8,37014,28.667480199999996,-99.1705887,Dilley city,Dilley,city,
TX,Dimmitt city,71.8,18.6,36038,34.550902799999996,-102.31186070000001,Dimmitt city,Dimmitt,city,
TX,DISH town,81.5,3.5,61071,33.132898600000004,-97.301407,DISH town,DISH,town,
TX,Dodd City town,84.7,6.9,52708,33.5753826,-96.0749738,Dodd City town,Dodd City,town,
TX,Dodson town,41.9,35.1,25804,34.766724700000005,-100.02399399999999,Dodson town,Dodson,town,
TX,Doffing CDP,42.3,49.6,26108,26.2745156,-98.38585079999999,Doffing CDP,Doffing,CDP,
TX,Domino town,93.8,2.9,51250,33.2517896,-94.1107645,Domino town,Domino,town,
TX,Donna city,60.8,33.9,28680,26.1703525,-98.05195,Donna city,Donna,city,
TX,Doolittle CDP,40.3,50.3,25167,26.3719567,-98.11747209999999,Doolittle CDP,Doolittle,CDP,
TX,Dorchester city,92.1,13.9,(X),33.5303861,-96.6894367,Dorchester city,Dorchester,city,
TX,Double Oak town,96.9,3.9,136500,33.065121999999995,-97.11056690000001,Double Oak town,Double Oak,town,
TX,Douglassville town,78,20.7,29063,33.1920712,-94.3535278,Douglassville town,Douglassville,town,
TX,Doyle CDP,100,0,155170,27.8875234,-97.3444364,Doyle CDP,Doyle,CDP,
TX,Driftwood CDP,91.6,0,58036,30.123275,-98.0315889,Driftwood CDP,Driftwood,CDP,
TX,Dripping Springs city,82,18.5,59618,30.190206699999997,-98.0866781,Dripping Springs city,Dripping Springs,city,
TX,Driscoll city,57,27.1,35625,27.674474100000005,-97.74860720000001,Driscoll city,Driscoll,city,
TX,Dublin city,75.3,26.6,40435,32.085143,-98.3419882,Dublin city,Dublin,city,
TX,Dumas city,67.6,21.6,49798,35.865378899999996,-101.9732236,Dumas city,Dumas,city,
TX,Duncanville city,83.3,12.7,53750,32.6518004,-96.9083366,Duncanville city,Duncanville,city,
TX,Eagle Lake city,75.4,26.8,40227,29.5896836,-96.33357690000001,Eagle Lake city,Eagle Lake,city,
TX,Eagle Pass city,66.1,26.2,36907,28.7091433,-100.4995214,Eagle Pass city,Eagle Pass,city,
TX,Early city,89.1,9.7,48984,31.742096000000004,-98.9456052,Early city,Early,city,
TX,Earth city,63.7,17.9,36429,34.233137299999996,-102.4107493,Earth city,Earth,city,
TX,East Alto Bonito CDP,34.7,35.4,(X),26.314295899999998,-98.6634964,East Alto Bonito CDP,East Alto Bonito,CDP,
TX,East Bernard city,78.2,16,52287,29.5310744,-96.0710696,East Bernard city,East Bernard,city,
TX,Eastland city,81.6,11.8,33750,32.4015198,-98.8175623,Eastland city,Eastland,city,
TX,East Mountain city,83.9,13.1,50787,32.593753899999996,-94.8554918,East Mountain city,East Mountain,city,
TX,Easton city,73.5,16.2,38472,32.3873755,-94.5829828,Easton city,Easton,city,
TX,East Tawakoni city,79.6,16.4,40104,32.8842886,-95.92913349999999,East Tawakoni city,East Tawakoni,city,
TX,Ector city,80.5,23.5,34423,33.5773281,-96.2733145,Ector city,Ector,city,
TX,Edcouch city,47.7,39,26033,26.2939604,-97.9605574,Edcouch city,Edcouch,city,
TX,Eden city,54.2,4.2,40817,31.216276,-99.8456277,Eden city,Eden,city,
TX,Edgecliff Village town,92,11.5,69485,32.6576335,-97.3427945,Edgecliff Village town,Edgecliff Village,town,
TX,Edgewater Estates CDP,19.6,0,31083,29.5482832,-95.3578198,Edgewater Estates CDP,Edgewater Estates,CDP,
TX,Edgewood town,78.6,21.8,29803,32.698184600000005,-95.8852438,Edgewood town,Edgewood,town,
TX,Edinburg city,77.7,27.7,43346,26.3017374,-98.1633432,Edinburg city,Edinburg,city,
TX,Edmonson town,88.3,13.8,(X),34.2825704,-101.900181,Edmonson town,Edmonson,town,
TX,Edna city,73.5,16.8,50647,28.9785947,-96.6460877,Edna city,Edna,city,
TX,Edom city,78.4,10.4,57188,32.372367499999996,-95.6088495,Edom city,Edom,city,
TX,Edroy CDP,65.3,12.1,30952,27.973628,-97.6761074,Edroy CDP,Edroy,CDP,
TX,Eidson Road CDP,48.7,20.4,32332,28.6858006,-100.48563890000001,Eidson Road CDP,Eidson Road,CDP,
TX,Elbert CDP,100,0,(X),33.2662152,-98.993959,Elbert CDP,Elbert,CDP,
TX,El Brazil CDP,0,0,-,32.801511,-96.806037,El Brazil CDP,El Brazil,CDP,
TX,El Camino Angosto CDP,79.3,8.5,107857,26.1122986,-97.6447122,El Camino Angosto CDP,El Camino Angosto,CDP,
TX,El Campo city,71.2,22.2,45413,29.196640500000004,-96.26968670000001,El Campo city,El Campo,city,
TX,El Castillo CDP,45.8,50.5,(X),32.9232289,-96.6152975,El Castillo CDP,El Castillo,CDP,
TX,El Cenizo CDP,26.6,17.5,(X),27.332155800000002,-99.50371340000001,El Cenizo CDP,El Cenizo,CDP,
TX,El Cenizo city,37.5,50.7,20929,27.332155800000002,-99.50371340000001,El Cenizo city,El Cenizo,city,
TX,El Chaparral CDP,39,0,(X),29.5834662,-98.6945115,El Chaparral CDP,El Chaparral,CDP,
TX,Eldorado city,70.1,14,48125,30.8601745,-100.60092990000001,Eldorado city,Eldorado,city,
TX,Electra city,84.7,13,36518,34.0292588,-98.91895749999999,Electra city,Electra,city,
TX,Elgin city,77.7,21.7,50369,30.349652799999998,-97.3702735,Elgin city,Elgin,city,
TX,Elias-Fela Solis CDP,0,31,-,31.968598800000002,-99.9018131,Elias-Fela Solis CDP,Elias-Fela Solis,CDP,
TX,El Indio CDP,31.3,40.7,(X),28.5119284,-100.3111817,El Indio CDP,El Indio,CDP,
TX,Elkhart town,77.7,19.4,35875,31.6251747,-95.5793977,Elkhart town,Elkhart,town,
TX,El Lago city,95.2,7.5,105972,29.5732685,-95.0429558,El Lago city,El Lago,city,
TX,Elm Creek CDP,64.8,39.8,34757,28.774419,-100.49174359999999,Elm Creek CDP,Elm Creek,CDP,
TX,Elmendorf city,75.9,15.2,47174,29.256073100000002,-98.3327903,Elmendorf city,Elmendorf,city,
TX,El Mesquite CDP,-,-,-,32.7667955,-96.5991593,El Mesquite CDP,El Mesquite,CDP,
TX,Elmo CDP,77,7.4,45764,32.722073699999996,-96.1649747,Elmo CDP,Elmo,CDP,
TX,E. Lopez CDP,100,32,(X),26.2571091,-98.1376828,E. Lopez CDP,E. Lopez,CDP,
TX,El Paso city,78,20.9,42772,31.7618778,-106.48502169999999,El Paso city,El Paso,city,
TX,El Quiote CDP,19.6,15.4,46050,29.6849299,-95.30148340000001,El Quiote CDP,El Quiote,CDP,
TX,El Rancho Vela CDP,46.7,0,(X),31.968598800000002,-99.9018131,El Rancho Vela CDP,El Rancho Vela,CDP,
TX,El Refugio CDP,30.2,46.4,(X),26.340345000000003,-98.755859,El Refugio CDP,El Refugio,CDP,
TX,Elsa city,57.9,45.8,22464,26.2934048,-97.9930588,Elsa city,Elsa,city,
TX,El Socio CDP,52.9,13.1,-,32.772702,-96.697199,El Socio CDP,El Socio,CDP,
TX,Emerald Bay CDP,94.8,20.6,58000,32.1573244,-95.4358334,Emerald Bay CDP,Emerald Bay,CDP,
TX,Emhouse town,90.6,22.2,32917,32.1626501,-96.5772098,Emhouse town,Emhouse,town,
TX,Emory city,81.4,19.1,25625,32.874565999999994,-95.7655183,Emory city,Emory,city,
TX,Encantada-Ranchito-El Calaboz CDP,35.9,48.2,20637,26.0261892,-97.6302676,Encantada-Ranchito-El Calaboz CDP,Encantada-Ranchito-El Calaboz,CDP,
TX,Enchanted Oaks town,92.3,3.2,73125,32.2654249,-96.1094166,Enchanted Oaks town,Enchanted Oaks,town,
TX,Encinal city,58,13.2,25000,28.041117,-99.3544787,Encinal city,Encinal,city,
TX,Encino CDP,52.5,47.2,17692,26.9361628,-98.1352829,Encino CDP,Encino,CDP,
TX,Ennis city,74.6,25,41305,32.329311100000005,-96.6252679,Ennis city,Ennis,city,
TX,Escobares city,38.2,55.3,18636,26.4106186,-98.9625293,Escobares city,Escobares,city,
TX,Estelline town,71.2,9.2,63750,34.5467253,-100.4381764,Estelline town,Estelline,town,
TX,Eugenio Saenz CDP,68,100,-,31.968598800000002,-99.9018131,Eugenio Saenz CDP,Eugenio Saenz,CDP,
TX,Euless city,90.3,12.2,54974,32.8370727,-97.08195409999999,Euless city,Euless,city,
TX,Eureka city,92,9.5,54643,32.0126567,-96.29581,Eureka city,Eureka,city,
TX,Eustace city,82.2,20.1,40903,32.3070902,-96.0066353,Eustace city,Eustace,city,
TX,Evadale CDP,86.9,3,46250,30.354930300000003,-94.072681,Evadale CDP,Evadale,CDP,
TX,Evant town,78.2,27.9,39250,31.476271899999997,-98.1519777,Evant town,Evant,town,
TX,Evergreen CDP,0,100,-,26.338681,-98.05667249999999,Evergreen CDP,Evergreen,CDP,
TX,Everman city,78.1,25.1,36977,32.630967999999996,-97.2891817,Everman city,Everman,city,
TX,Fabens CDP,50.4,48.5,24327,31.502340000000004,-106.15858670000001,Fabens CDP,Fabens,CDP,
TX,Fabrica CDP,31,7.8,30893,30.224589,-97.72748100000001,Fabrica CDP,Fabrica,CDP,
TX,Fairchilds village,79.9,7.6,61250,29.431353,-95.7802282,Fairchilds village,Fairchilds,village,
TX,Fairfield city,87,10,46964,31.724612800000003,-96.16524809999999,Fairfield city,Fairfield,city,
TX,Fair Oaks Ranch city,99.3,0.5,125875,29.755557899999996,-98.63256109999999,Fair Oaks Ranch city,Fair Oaks Ranch,city,
TX,Fairview town,98.5,5.8,73713,33.1578952,-96.6316593,Fairview town,Fairview,town,
TX,Falconaire CDP,28.1,100,-,31.968598800000002,-99.9018131,Falconaire CDP,Falconaire,CDP,
TX,Falcon Heights CDP,46.7,0,-,26.5589442,-99.12308840000001,Falcon Heights CDP,Falcon Heights,CDP,
TX,Falcon Lake Estates CDP,84.9,26.4,49453,26.872817600000005,-99.255314,Falcon Lake Estates CDP,Falcon Lake Estates,CDP,
TX,Falcon Mesa CDP,62.7,6.9,50466,26.872817200000004,-99.28948129999999,Falcon Mesa CDP,Falcon Mesa,CDP,
TX,Falcon Village CDP,86.7,33.3,(X),26.5614439,-99.13447740000001,Falcon Village CDP,Falcon Village,CDP,
TX,Falfurrias city,72.7,45.8,19229,27.226987199999996,-98.1441714,Falfurrias city,Falfurrias,city,
TX,Falls City city,80.8,12.9,56458,28.982750699999997,-98.0175047,Falls City city,Falls City,city,
TX,Falman CDP,82.8,12,31481,27.9252011,-97.16623129999999,Falman CDP,Falman,CDP,
TX,Fannett CDP,91.2,6,71042,29.9260505,-94.2507407,Fannett CDP,Fannett,CDP,
TX,Farmers Branch city,82.8,12,60973,32.9265137,-96.89611509999999,Farmers Branch city,Farmers Branch,city,
TX,Farmersville city,79.1,16,48258,33.1634493,-96.3599821,Farmersville city,Farmersville,city,
TX,Farwell city,75,13,44145,34.383409,-103.0380016,Farwell city,Farwell,city,
TX,Fate city,92.6,4.8,91788,32.943777399999995,-96.39176540000001,Fate city,Fate,city,
TX,Fayetteville city,93.3,5.2,32143,29.9057817,-96.6727528,Fayetteville city,Fayetteville,city,
TX,Faysville CDP,72.2,28.1,29125,26.4103453,-98.13528659999999,Faysville CDP,Faysville,CDP,
TX,Fernando Salinas CDP,45.5,0,-,27.4728675,-99.47529490000001,Fernando Salinas CDP,Fernando Salinas,CDP,
TX,Ferris city,68.6,25,46548,32.5340262,-96.6655488,Ferris city,Ferris,city,
TX,Fifth Street CDP,21.8,58,27299,29.598289899999997,-95.551333,Fifth Street CDP,Fifth Street,CDP,
TX,Flatonia town,56.4,15.6,40398,29.687732500000003,-97.1085972,Flatonia town,Flatonia,town,
TX,Flor del Rio CDP,14.9,0,-,29.868768199999998,-101.16173559999999,Flor del Rio CDP,Flor del Rio,CDP,
TX,Florence city,74.1,10.8,41875,30.841295399999996,-97.7936268,Florence city,Florence,city,
TX,Floresville city,75.6,15.9,51446,29.1335781,-98.1561192,Floresville city,Floresville,city,
TX,Flowella CDP,74.5,34.8,(X),27.216432899999997,-98.0644475,Flowella CDP,Flowella,CDP,
TX,Flower Mound town,97.1,2.7,122999,33.0145673,-97.0969552,Flower Mound town,Flower Mound,town,
TX,Floydada city,67.7,27.2,35885,33.984523200000005,-101.3376574,Floydada city,Floydada,city,
TX,Follett city,80.9,15.6,63750,36.4339237,-100.1415209,Follett city,Follett,city,
TX,Forest Hill city,68.9,24.5,43750,32.6601003,-97.26987120000001,Forest Hill city,Forest Hill,city,
TX,Forney city,94.3,7.8,74718,32.7481845,-96.4719312,Forney city,Forney,city,
TX,Forsan city,87.7,27.3,44250,32.109848,-101.3662316,Forsan city,Forsan,city,
TX,Fort Bliss CDP,97.1,13.1,48610,31.812438,-106.42132079999999,Fort Bliss CDP,Fort Bliss,CDP,
TX,Fort Clark Springs CDP,88.2,12.4,36490,29.3064207,-100.41944170000001,Fort Clark Springs CDP,Fort Clark Springs,CDP,
TX,Fort Davis CDP,66,5.5,48508,30.588211100000002,-103.8946253,Fort Davis CDP,Fort Davis,CDP,
TX,Fort Hancock CDP,38.3,41.3,22313,31.2914585,-105.860307,Fort Hancock CDP,Fort Hancock,CDP,
TX,Fort Hood CDP,96.8,14.1,40660,31.1363315,-97.77970490000001,Fort Hood CDP,Fort Hood,CDP,
TX,Fort Stockton city,72.3,10.3,49868,30.894043100000005,-102.8793222,Fort Stockton city,Fort Stockton,city,
TX,Fort Worth city,80.8,18.8,53214,32.7554883,-97.3307658,Fort Worth city,Fort Worth,city,
TX,Four Corners CDP,80.7,12.5,69342,29.6768244,-95.66420079999999,Four Corners CDP,Four Corners,CDP,
TX,Four Points CDP,-,-,-,30.4038127,-97.85362109999998,Four Points CDP,Four Points,CDP,
TX,Fowlerton CDP,100,0,-,28.4655476,-98.8108573,Fowlerton CDP,Fowlerton,CDP,
TX,Franklin city,83.6,22.8,34167,31.026019399999996,-96.4852444,Franklin city,Franklin,city,
TX,Frankston town,83.3,14.3,42969,32.0526614,-95.50634559999999,Frankston town,Frankston,town,
TX,Fredericksburg city,89.5,14.1,48991,30.2752011,-98.8719843,Fredericksburg city,Fredericksburg,city,
TX,Freeport city,66.3,26.5,32060,28.9541368,-95.3596617,Freeport city,Freeport,city,
TX,Freer city,72.1,20.7,47250,27.8827965,-98.6177929,Freer city,Freer,city,
TX,Fresno CDP,81.8,10.7,66161,29.538846500000002,-95.44744140000002,Fresno CDP,Fresno,CDP,
TX,Friendswood city,95,5.7,91458,29.529399800000004,-95.20104470000001,Friendswood city,Friendswood,city,
TX,Friona city,62.2,19.7,48409,34.641734,-102.7241047,Friona city,Friona,city,
TX,Frisco city,95.9,3.6,114098,33.1506744,-96.82361159999999,Frisco city,Frisco,city,
TX,Fritch city,93.6,8.6,57880,35.6397655,-101.603228,Fritch city,Fritch,city,
TX,Fronton CDP,13.7,22.1,(X),26.4070058,-99.0839196,Fronton CDP,Fronton,CDP,
TX,Fronton Ranchettes CDP,62.2,54.8,(X),26.4070058,-99.0839196,Fronton Ranchettes CDP,Fronton Ranchettes,CDP,
TX,Frost city,72.7,27.8,34821,32.0801526,-96.80666109999999,Frost city,Frost,city,
TX,Fruitvale city,77.3,29.5,32292,32.6831851,-95.8032979,Fruitvale city,Fruitvale,city,
TX,Fulshear city,94.7,3.2,175990,29.6931119,-95.8998969,Fulshear city,Fulshear,city,
TX,Fulton town,84.7,8.5,41447,28.062731699999997,-97.041269,Fulton town,Fulton,town,
TX,Gail CDP,96.6,0,72500,32.7703457,-101.44574300000001,Gail CDP,Gail,CDP,
TX,Gainesville city,79.5,22.2,39047,33.6259414,-97.1333453,Gainesville city,Gainesville,city,
TX,Galena Park city,61.3,21.5,43302,29.733561600000005,-95.2302123,Galena Park city,Galena Park,city,
TX,Gallatin city,79.4,7.8,60156,31.8910032,-95.1454998,Gallatin city,Gallatin,city,
TX,Galveston city,81.9,24.6,39098,29.3013479,-94.7976958,Galveston city,Galveston,city,
TX,Ganado city,65.9,21.5,44659,29.040536300000003,-96.51358309999999,Ganado city,Ganado,city,
TX,Garceno CDP,43,47.8,(X),26.419569899999995,-98.9383338,Garceno CDP,Garceno,CDP,
TX,Garciasville CDP,50,100,-,26.334358899999998,-98.70682690000001,Garciasville CDP,Garciasville,CDP,
TX,Garden City CDP,82.6,0,61696,31.863901600000002,-101.4811969,Garden City CDP,Garden City,CDP,
TX,Gardendale CDP,98.2,4.1,77829,32.0203969,-102.38014559999999,Gardendale CDP,Gardendale,CDP,
TX,Garden Ridge city,98.8,1.1,123611,29.6346708,-98.3052907,Garden Ridge city,Garden Ridge,city,
TX,Garfield CDP,69.9,26.3,46029,30.187434999999997,-97.5577771,Garfield CDP,Garfield,CDP,
TX,Garland city,76.3,17.2,51970,32.912624,-96.6388833,Garland city,Garland,city,
TX,Garrett town,58.4,34.9,37917,32.363476500000004,-96.6547135,Garrett town,Garrett,town,
TX,Garrison city,78.9,25.9,32266,31.8243402,-94.491039,Garrison city,Garrison,city,
TX,Gary City town,82.4,12.8,63750,32.031271999999994,-94.3726252,Gary City town,Gary City,town,
TX,Garza-Salinas II CDP,62.8,34.3,33500,31.968598800000002,-99.9018131,Garza-Salinas II CDP,Garza-Salinas II,CDP,
TX,Gatesville city,74.5,22.8,40093,31.435164500000003,-97.743911,Gatesville city,Gatesville,city,
TX,Georgetown city,92.5,8,63041,30.633261800000003,-97.67798420000001,Georgetown city,Georgetown,city,
TX,George West city,72.6,17.3,49432,28.3325002,-98.1175054,George West city,George West,city,
TX,Geronimo CDP,77.9,14.4,55272,29.6630045,-97.9669494,Geronimo CDP,Geronimo,CDP,
TX,Gholson city,87.8,18.4,56818,31.7009962,-97.21639559999998,Gholson city,Gholson,city,
TX,Giddings city,74.5,24.6,43810,30.182715899999998,-96.936371,Giddings city,Giddings,city,
TX,Gilmer city,80.8,13.1,46122,32.7287472,-94.9424379,Gilmer city,Gilmer,city,
TX,Girard CDP,76,12.9,(X),33.3623119,-100.6628975,Girard CDP,Girard,CDP,
TX,Gladewater city,81.1,28.1,37819,32.536533299999995,-94.9427168,Gladewater city,Gladewater,city,
TX,Glenn Heights city,87.6,10.6,62404,32.5487479,-96.8566667,Glenn Heights city,Glenn Heights,city,
TX,Glen Rose city,82.1,14.4,39063,32.2345872,-97.7553061,Glen Rose city,Glen Rose,city,
TX,Glidden CDP,89.5,9,52153,29.700977299999998,-96.58625090000001,Glidden CDP,Glidden,CDP,
TX,Godley city,84,16.2,41699,32.449028999999996,-97.5266886,Godley city,Godley,city,
TX,Goldsmith city,93.3,9.1,50750,31.980673200000002,-102.6151505,Goldsmith city,Goldsmith,city,
TX,Goldthwaite city,80.9,15.9,42121,31.449885499999997,-98.5708763,Goldthwaite city,Goldthwaite,city,
TX,Goliad city,82.1,18.2,46548,28.668325199999998,-97.3883265,Goliad city,Goliad,city,
TX,Golinda city,93.8,28,44732,31.3776722,-97.08277509999999,Golinda city,Golinda,city,
TX,Gonzales city,67.8,29.4,34271,29.501625699999998,-97.4524926,Gonzales city,Gonzales,city,
TX,Goodlow city,89.1,23.9,26912,32.1088791,-96.2150328,Goodlow city,Goodlow,city,
TX,Goodrich city,79.7,13.5,44444,30.605477500000003,-94.9466003,Goodrich city,Goodrich,city,
TX,Gordon city,87.9,10.4,35069,32.5484637,-98.3692161,Gordon city,Gordon,city,
TX,Goree city,75.6,23.3,35938,33.4673183,-99.5245276,Goree city,Goree,city,
TX,Gorman city,74.4,32.4,20735,32.2137484,-98.67061059999999,Gorman city,Gorman,city,
TX,Graford city,82.5,20.9,49167,32.9376218,-98.24699190000001,Graford city,Graford,city,
TX,Graham city,78.4,15.8,39911,33.1070597,-98.589502,Graham city,Graham,city,
TX,Granbury city,89,9.3,45606,32.4420826,-97.7941967,Granbury city,Granbury,city,
TX,Grandfalls town,71.6,27.8,35938,31.339307199999997,-102.8518202,Grandfalls town,Grandfalls,town,
TX,Grand Prairie city,79.9,14.7,56475,32.7459645,-96.99778459999999,Grand Prairie city,Grand Prairie,city,
